NUMERO_PLACA;;
AA099C;;
AA430G;;
AA794F;;
AB552U;;
AB888C;;
ABA239;;
ABA927;;
ABA954;;
ABB334;;
ABC152;;
ABC892;;
ABH271;;
AC168M;;
AC659M;;
AE070B;;
AFY046;;
AGF037;;
AGF071;;
BBJ024;;
BBJ028;;
BBJ032;;
BBW031;;
BBW079;;
CAA122;;
CAA150;;
CAF036;;
CBA129;;
CBA139;;
CBA154;;
CBA165;;
CBA183;;
CBA186;;
CBA201;;
CBA223;;
CBA272;;
CBA277;;
CBA284;;
CBA293;;
CBA307;;
CBA342;;
CBA349;;
CBO044;;
CBO063;;
CEA024;;
CEA025;;
CEA025;;
CEA105;;
CEA106;;
CEA107;;
CEA110;;
CEI100;;
CEI101;;
CEI107;;
CMA100;;
CMA103;;
CMA104;;
CMA104;;
CMA105;;
CMA105;;
CMA106;;
CMA134;;
EA037D;;
EAA141;;
EAI067;;
FA161D;;
GBN170;;
GBN821;;
GBO297;;
GBO554;;
GPB133;;
GRF007;;
GRG012;;
GRH041;;
GRL012;;
GRW212;;
GRW425;;
GRW913;;
GRX401;;
GRX630;;
GRX841;;
GRY168;;
GRY236;;
GSA148;;
GSA758;;
GSB860;;
GSC353;;
GSF653;;
GSG270;;
GSG609;;
GSG732;;
GSH619;;
GSJ757;;
GSK381;;
GSM120;;
GSN157;;
GSN563;;
GSN792;;
GSO840;;
GSP668;;
GSR255;;
